slug;marca;familia;nome;tipo;pbt;pbtc;cmt;reducao;entre_eixos;comprimento;energia;bateria;autonomia;carregamento;passageiros;configuracao;carroceria;emissoes;fonte;status
delivery-14-180;Volkswagen Caminhões e Ônibus;Delivery;Delivery 14.180;Caminhão;14.000 kg;Não publicado na ficha oficial;Não publicado na ficha oficial;Conforme configuração do eixo;2.955 / 3.305 / 4.400;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;4x2, chassi-cabine;Chassi-cabine;Proconve P8 / Euro 6;https://www.vwco.com.br/trucks/Delivery/Delivery14.180-euro?id=1&productid=202;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
delivery-6-170;Volkswagen Caminhões e Ônibus;Delivery;Delivery 6.170;Caminhão;5.850 kg;6.900 kg;6.900 kg;5,13:1 / 4,78:1;4.000;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;4x2, chassi-cabine;Chassi-cabine;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/e13dafea-84b3-4484-837d-7fc8a3da1581.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
delivery-9-180;Volkswagen Caminhões e Ônibus;Delivery;Delivery 9.180;Caminhão;9.200 kg;11.500 kg;11.500 kg;4,10:1 / 4,30:1;3.400 / 4.000 / 4.400 / 4.600;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;4x2, chassi-cabine;Chassi-cabine;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/13fcea25-ff1c-4f5e-a6c4-1189a0633f75.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
delivery-express;Volkswagen Caminhões e Ônibus;Delivery;Delivery Express;Caminhão;3.500 kg;5.000 kg;5.000 kg;4,56:1;3.000 / 3.600;5.455 / 6.255;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;4x2, chassi-cabine;Chassi-cabine;Proconve P8 / Euro 6;https://www.vwco.com.br/caminhoes;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-11-180-e-ore-2;Volkswagen Caminhões e Ônibus;Escolar;Volksbus 11.180 E (ORE 2);Ônibus;10.800 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://www.vwco.com.br/onibus;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-15-210-e-ore-3;Volkswagen Caminhões e Ônibus;Escolar;Volksbus 15.210 E (ORE 3);Ônibus;15.000 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://www.vwco.com.br/onibus;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-8-180-onurea;Volkswagen Caminhões e Ônibus;Escolar;Volksbus 8.180 (ONUREA);Ônibus;8.700 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/a43ea184-2757-4c96-b067-9a6b4be284c8.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-8-180-e-ore-1;Volkswagen Caminhões e Ônibus;Escolar;Volksbus 8.180 E (ORE 1);Ônibus;8.700 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/2081fd26-e918-429a-a9a3-7a459d430e2e.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
meteor-6x4-29-530;Volkswagen Caminhões e Ônibus;Meteor;Meteor 6x4 29.530;Caminhão;23.000 kg;74.000 kg;80.000 kg;3,08:1 / 3,36:1;4.600 / 4.800 / 5.000;6.925 / 7.125 / 7.325;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;6x4;Chassi-Cabine;Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/5fdf8a7d-ddf0-4552-a0f5-7eb6c439f7a2.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
meteor-6x4-28-480hd;Volkswagen Caminhões e Ônibus;Meteor;Novo Meteor Highline 28.480HD 6x2;Caminhão;23.000 kg;58.500 kg;70.000 kg;2,85:1 / 3,08:1 / 3,40:1;4.854;7.212;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;6x2, cavalo mecânico;Chassi-cabine;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/26fceca3-7c1d-4553-b0a9-72430bea120a.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-11-180-s;Volkswagen Caminhões e Ônibus;Rodoviário;Volksbus 11.180 / S;Ônibus;10.700 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/59fb5b2b-70f7-4b9b-9dc2-6cb3bf267480.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-15-210-s;Volkswagen Caminhões e Ônibus;Rodoviário;Volksbus 15.210 / S;Ônibus;15.500 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/840a368f-3a27-439d-b4ff-ce8b2da7055c.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-17-230-s;Volkswagen Caminhões e Ônibus;Rodoviário;Volksbus 17.230 / S;Ônibus;17.000 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/e9241fef-257f-4ce2-881a-c24a5b936bda.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-17-260-s;Volkswagen Caminhões e Ônibus;Rodoviário;Volksbus 17.260 / S;Ônibus;17.000 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/4ef24b5f-058d-4a8c-acbe-a9fb10d6f694.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-18-320-sh;Volkswagen Caminhões e Ônibus;Rodoviário;Volksbus 18.320 SH;Ônibus;18.000 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/382313c9-fcc1-44e0-80aa-876590c88a26.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-9-180-s;Volkswagen Caminhões e Ônibus;Rodoviário;Volksbus 9.180 / S;Ônibus;9.600 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/6d600998-477a-4a97-a837-afbe14810ed1.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
urbano-volksbus-11-180-s;Volkswagen Caminhões e Ônibus;Urbano;Volksbus 11.180 / S;Ônibus;10.700 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/59fb5b2b-70f7-4b9b-9dc2-6cb3bf267480.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
urbano-volksbus-15-210-s;Volkswagen Caminhões e Ônibus;Urbano;Volksbus 15.210 / S;Ônibus;15.500 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/840a368f-3a27-439d-b4ff-ce8b2da7055c.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
urbano-volksbus-17-230-s;Volkswagen Caminhões e Ônibus;Urbano;Volksbus 17.230 / S;Ônibus;16.000 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/e9241fef-257f-4ce2-881a-c24a5b936bda.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
urbano-volksbus-17-260-s;Volkswagen Caminhões e Ônibus;Urbano;Volksbus 17.260 / S;Ônibus;16.000 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/4ef24b5f-058d-4a8c-acbe-a9fb10d6f694.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-18-320-sl;Volkswagen Caminhões e Ônibus;Urbano;Volksbus 18.320 SL;Ônibus;16.000 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/eefd05e7-0b1f-48a6-a415-4ec46c2554d1.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volksbus-22-260;Volkswagen Caminhões e Ônibus;Urbano;Volksbus 22.260;Ônibus;21.000 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/b18ea707-192a-477e-bcb4-2fe811383de2.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
urbano-volksbus-9-180-s;Volkswagen Caminhões e Ônibus;Urbano;Volksbus 9.180 / S;Ônibus;9.600 kg;Não se aplica;Não publicado na ficha oficial;Conforme eixo e aplicação;Conforme homologação da carroceria;Conforme carroceria homologada;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;4x2, chassi de ônibus;Chassi de ônibus;Proconve P8 / Euro 6;https://d1qeqf1yyyqyq8.cloudfront.net/6d600998-477a-4a97-a837-afbe14810ed1.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
e-volksbus-22l;Volkswagen Caminhões e Ônibus;Urbano;e-Volksbus 22L;Ônibus;16.000 kg;Não se aplica;Não publicado na ficha oficial;"Integrada ao eixo; relação não publicada";6.000;Até 13,2 m;100% elétrico;12 packs LFP, 385 kWh;Até 250 km;"Até 160 kW; cerca de 3 horas";Até 82 passageiros;4x2, chassi de ônibus;Chassi de ônibus;Zero emissão local;https://www.vwco.com.br/onibus/Urbano?id=5;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
e-delivery-11;Volkswagen Caminhões e Ônibus;e-Delivery;e-Delivery 11;Caminhão;11.400 kg;15.000 kg;15.000 kg;5,86:1;3.300 / 4.400;Conforme entre-eixos e implementação;100% elétrico;Não publicado na ficha oficial;Não publicado na ficha oficial;Não publicado na ficha oficial;Não se aplica;4x2, chassi-cabine;Chassi-cabine;Zero emissão local;https://d1qeqf1yyyqyq8.cloudfront.net/e-Delivery-184-PT.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
e-delivery-14;Volkswagen Caminhões e Ônibus;e-Delivery;e-Delivery 14;Caminhão;14.300 kg;14.300 kg;15.000 kg;6,14:1;4.400;6.901;100% elétrico;Não publicado na ficha oficial;Não publicado na ficha oficial;Não publicado na ficha oficial;Não se aplica;4x2, chassi-cabine;Chassi-cabine;Zero emissão local;https://d1qeqf1yyyqyq8.cloudfront.net/b2877a3d-53d7-4484-ab2d-116dd91fb72b.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volvo-b420r-6x2;Volvo;B13R Rodoviários;Volvo B420R 6x2;Ônibus;24.750 / 26.500 kg;Não se aplica;Não publicado na ficha oficial;2,64:1 / 2,85:1;4.000;10,47 a 10,57 m de chassi;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;6x2 rodoviário;Chassi de ônibus;Proconve P8 / Euro 6;https://www.volvobuses.com/content/dam/volvo-buses/markets/brazil/specification/Data-sheet-B420R-6x2-Euro-6-PT-BR-2022.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volvo-b510r-8x2;Volvo;B13R Rodoviários;Volvo B510R 8x2;Ônibus;29.250 kg;Não se aplica;Não publicado na ficha oficial;2,64:1 / 2,85:1;2.600;10,47 m de chassi;Diesel;Não se aplica;Não se aplica;Não se aplica;Conforme carroceria homologada;8x2 rodoviário;Chassi de ônibus;Proconve P8 / Euro 6;https://www.volvobuses.com/content/dam/volvo-buses/markets/brazil/specification/Data-sheet-B510R-8x2-Euro-6-PT-BR-2022.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volvo-bzr-eletrico-4x2-entrada-baixa;Volvo;BZR Elétrico;Volvo BZR Elétrico 4x2 Entrada Baixa;Ônibus;21.000 kg;Não se aplica;Não publicado na ficha oficial;"Integrada ao eixo; relação não publicada";4.450 / 7.400;9,85 a 13,13 m;100% elétrico;NCA, 360 a 450 kWh úteis com 4 ou 5 baterias;Não publicado na ficha oficial;Não publicado na ficha oficial;Conforme carroceria;4x2, entrada baixa;Chassi de ônibus;Zero emissão local;https://www.volvobuses.com/content/dam/volvo-buses/markets/master/home/city-and-intercity/chassis/volvo-bzr-electric-le/specifications/data-sheet-volvo-bzr-low-entry-electric-4x2-pt-volvobuses-2025.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
volvo-bzr-eletrico-4x2-piso-medio;Volvo;BZR Elétrico;Volvo BZR Elétrico 4x2 Piso Médio;Ônibus;20.800 kg;Não se aplica;Não publicado na ficha oficial;"Integrada ao eixo; relação não publicada";6.000 / 6.300;9,5 a 13,26 m;100% elétrico;NCA, 360 a 450 kWh úteis com 4 ou 5 baterias;Não publicado na ficha oficial;Não publicado na ficha oficial;Conforme carroceria;4x2, piso médio;Chassi de ônibus;Zero emissão local;https://www.volvobuses.com/content/dam/volvo-buses/markets/master/city-and-intercity/chassis/volvo-bzr-electric/specifications/volvo-bzr-electric-4x2-medium-floor-data-sheet.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
fh-420-6x2t;Volvo;FH;FH 420 6x2T;Caminhão;28.000 kg;Não publicado (CMT 60.000 / 70.000 kg);60.000 / 70.000 kg;2,85:1 / 3,08:1 / 3,40:1 / 3,67:1 / 3,46:1 / 3,61:1 / 3,76:1 / 4,12:1 / 4,55:1 / 5,41:1;3.000 / 3.200 / 3.500 / 3.700;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;6x2T, suspensão pneumática;Cavalo mecânico;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/content/dam/volvo-trucks/markets/brazil/truck/fichas-t%C3%A9cnicas-2022-euro6/1-9-2-2025-fh/ficha-tecnica-fh-6x2tradt-gr.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
fh-460-6x2t;Volvo;FH;FH 460 6x2T;Caminhão;28.000 kg;Não publicado (CMT 60.000 / 70.000 kg);60.000 / 70.000 kg;2,85:1 / 3,08:1 / 3,40:1 / 3,67:1 / 3,46:1 / 3,61:1 / 3,76:1 / 4,12:1 / 4,55:1 / 5,41:1;3.000 / 3.200 / 3.500 / 3.700;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;6x2T, suspensão pneumática;Cavalo mecânico;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/content/dam/volvo-trucks/markets/brazil/truck/fichas-t%C3%A9cnicas-2022-euro6/1-9-2-2025-fh/ficha-tecnica-fh-6x2tradt-gr.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
fh-500-6x2t;Volvo;FH;FH 500 6x2T;Caminhão;28.000 kg;Não publicado (CMT 60.000 / 70.000 kg);60.000 / 70.000 kg;2,85:1 / 3,08:1 / 3,40:1 / 3,67:1 / 3,46:1 / 3,61:1 / 3,76:1 / 4,12:1 / 4,55:1 / 5,41:1;3.000 / 3.200 / 3.500 / 3.700;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;6x2T, suspensão pneumática;Cavalo mecânico;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/content/dam/volvo-trucks/markets/brazil/truck/fichas-t%C3%A9cnicas-2022-euro6/1-9-2-2025-fh/ficha-tecnica-fh-6x2tradt-gr.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
fh-540-6x2t;Volvo;FH;FH 540 6x2T;Caminhão;28.000 kg;Não publicado (CMT 60.000 / 70.000 kg);60.000 / 70.000 kg;2,85:1 / 3,08:1 / 3,40:1 / 3,67:1 / 3,46:1 / 3,61:1 / 3,76:1 / 4,12:1 / 4,55:1 / 5,41:1;3.000 / 3.200 / 3.500 / 3.700;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;6x2T, suspensão pneumática;Cavalo mecânico;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/content/dam/volvo-trucks/markets/brazil/truck/fichas-t%C3%A9cnicas-2022-euro6/1-9-2-2025-fh/ficha-tecnica-fh-6x2tradt-gr.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
fh-540-6x4t;Volvo;FH;FH 540 6x4T;Caminhão;28.500 Kg;74;Não publicado na ficha oficial;3.40:1 / 3.78:1 / 4.50:1;3.000 / 3.200 / 3.600;7.140 mm;Diesel Euro 6;Não se aplica;Não se aplica;Não se aplica;Não se aplica;6x4;Cavalo mecânico;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/pt-br/trucks/models/volvo-fh/data-sheets.html;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
fm-380-6x2r;Volvo;FM;FM 380 6x2R;Caminhão;28.000 kg;Não publicado (CMT 60.000 kg);60.000 kg;2,85:1 / 3,08:1 / 3,40:1 / 3,67:1;4.300 / 4.600 / 4.900 / 5.200 / 5.600 / 6.000;9.410 / 9.860 / 10.310 / 10.610 / 11.410 / 11.960;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;6x2 rígido;Chassi-cabine;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/content/dam/volvo-trucks/markets/brazil/truck/fichas-t%C3%A9cnicas-2022-euro6/1-9-2-2025-fm/ficha-tecnica-fm-6x2R.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
fmx-420-6x4r;Volvo;FMX;FMX 420 6x4R;Caminhão;35.000 a 42.000 kg (técnico);Não publicado (CMT 100.000 / 150.000 kg);100.000 / 150.000 kg;3,33:1 / 3,46:1 / 3,61:1 / 3,76:1 / 3,97:1 / 4,12:1 / 4,55:1 / 5,41:1 / 6,18:1 / 7,21:1;3.400 / 3.700 / 4.300 / 4.600 / 4.900 / 5.200 / 5.600;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;6x4 rígido;Chassi-cabine;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/content/dam/volvo-trucks/markets/brazil/truck/fichas-t%C3%A9cnicas-2022-euro6/1-9-2-2025-fmx/ficha-tecnica-fmx-6x4-r.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
fmx-460-6x4t;Volvo;FMX;FMX 460 6x4T;Caminhão;35.000 a 48.000 kg (técnico);Não publicado (CMT 100.000 / 150.000 kg);100.000 / 150.000 kg;3,33:1 / 3,46:1 / 3,61:1 / 3,76:1 / 3,97:1 / 4,12:1 / 4,55:1 / 5,41:1 / 6,18:1 / 7,21:1;3.000 / 3.200 / 3.600;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;6x4, cavalo mecânico;Cavalo mecânico;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/content/dam/volvo-trucks/markets/brazil/truck/fichas-t%C3%A9cnicas-2022-euro6/1-9-2-2025-fmx/ficha-tecnica%20fmx-6x4-t.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
fmx-500-8x4r;Volvo;FMX;FMX 500 8x4R;Caminhão;42.000 a 52.000 kg (técnico);Não publicado (CMT 100.000 / 150.000 kg);100.000 / 150.000 kg;3,33:1 / 3,46:1 / 3,61:1 / 3,76:1 / 3,97:1 / 4,12:1 / 4,55:1 / 5,41:1 / 6,18:1 / 7,21:1;4.350 / 4.600 / 4.900 / 5.600;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;8x4 rígido;Chassi-cabine;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/content/dam/volvo-trucks/markets/brazil/truck/fichas-t%C3%A9cnicas-2022-euro6/1-9-2-2025-fmx/ficha-tecnica-fmx-8x4R.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
fmx-540-6x4t;Volvo;FMX;FMX 540 6x4T;Caminhão;35.000 a 48.000 kg (técnico);Não publicado (CMT 100.000 / 150.000 kg);100.000 / 150.000 kg;3,33:1 / 3,46:1 / 3,61:1 / 3,76:1 / 3,97:1 / 4,12:1 / 4,55:1 / 5,41:1 / 6,18:1 / 7,21:1;3.000 / 3.200 / 3.600;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;6x4, cavalo mecânico;Cavalo mecânico;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/content/dam/volvo-trucks/markets/brazil/truck/fichas-t%C3%A9cnicas-2022-euro6/1-9-2-2025-fmx/ficha-tecnica%20fmx-6x4-t.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
vm-290-4x2r;Volvo;VM;VM 290 4x2R;Caminhão;17.500 kg;Não publicado (CMT 36.000 kg);36.000 kg;3,21:1 / 3,42:1 / 3,58:1 / 3,73:1 / 3,91:1;3.650 / 4.550 / 5.150 / 7.140;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;4x2 rígido;Chassi-cabine;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/content/dam/volvo-trucks/markets/brazil/truck/fichas-t%C3%A9cnicas-2022-euro6/1-9-2-2025-vm/ficha-tecnica-vm-4x2R.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
vm-360-4x2r;Volvo;VM;VM 360 4x2R;Caminhão;17.500 kg;Não publicado (CMT 45.000 kg);45.000 kg;3,21:1 / 3,42:1 / 3,58:1 / 3,73:1 / 3,91:1;3.650 / 4.550 / 5.150 / 7.140;Conforme entre-eixos e implementação;Diesel;Não se aplica;Não se aplica;Não se aplica;Não se aplica;4x2 rígido;Chassi-cabine;Proconve P8 / Euro 6;https://www.volvotrucks.com.br/content/dam/volvo-trucks/markets/brazil/truck/fichas-t%C3%A9cnicas-2022-euro6/1-9-2-2025-vm/ficha-tecnica-vm-4x2R.pdf;"Conferido em fonte oficial; valores variáveis ou não publicados foram identificados explicitamente"
